chr	start	end
chr3	112460000	112470000
chr3	112600000	112610000
chr3	112620000	112630000
chr3	112640000	112650000
chr3	112660000	112670000
chr3	112670000	112680000
chr3	112690000	112700000
chr3	112700000	112710000
chr3	112710000	112720000
chr3	112720000	112730000
chr3	112840000	112850000
chr3	112850000	112860000
chr3	112860000	112870000
chr3	112870000	112880000
chr3	112880000	112890000
chr3	112900000	112910000
chr3	112910000	112920000
chr3	112920000	112930000
chr3	112930000	112940000
chr3	112940000	112950000
chr3	113370000	113380000
chr3	113420000	113430000
chr3	113430000	113440000
chr3	113480000	113490000
chr3	113490000	113500000
chr3	113500000	113510000
chr3	113510000	113520000
chr3	113580000	113590000
chr3	113920000	113930000
chr3	113960000	113970000
chr3	113980000	113990000
chr3	114170000	114180000
chr3	114310000	114320000
chr3	114320000	114330000
chr3	114330000	114340000
chr3	114340000	114350000
chr3	114350000	114360000
chr3	114360000	114370000
chr3	114370000	114380000
chr3	114690000	114700000
chr3	114790000	114800000
chr3	115200000	115210000
chr3	115270000	115280000
chr3	115280000	115290000
chr3	115300000	115310000
chr3	115350000	115360000
chr3	115360000	115370000
chr3	115420000	115430000
chr3	115440000	115450000
chr3	115620000	115630000
chr3	115630000	115640000
chr3	115870000	115880000
chr3	116130000	116140000
chr3	116220000	116230000
chr3	116440000	116450000
chr3	116450000	116460000
chr3	116460000	116470000
chr3	116500000	116510000
chr3	116520000	116530000
chr3	116530000	116540000
chr3	116810000	116820000
chr3	116830000	116840000
chr3	116840000	116850000
chr3	117320000	117330000
chr3	117330000	117340000
chr3	117340000	117350000
chr3	117360000	117370000
chr3	117570000	117580000
chr3	117610000	117620000
chr3	117730000	117740000
chr3	117950000	117960000
chr3	117980000	117990000
chr3	118000000	118010000
chr3	118040000	118050000
chr3	118140000	118150000
chr3	118260000	118270000
chr3	118320000	118330000
chr3	118330000	118340000
chr3	118340000	118350000
chr3	118350000	118360000
chr3	118390000	118400000
chr3	118400000	118410000
chr3	118660000	118670000
chr3	118670000	118680000
chr3	118680000	118690000
chr3	118690000	118700000
chr3	118720000	118730000
chr3	118730000	118740000
chr3	118740000	118750000
chr3	118760000	118770000
chr3	118830000	118840000
chr3	118890000	118900000
chr3	118900000	118910000
chr3	118920000	118930000
chr3	118930000	118940000
chr3	118990000	119000000
chr3	119290000	119300000
chr3	119410000	119420000
chr3	119420000	119430000
chr3	119560000	119570000
chr3	119570000	119580000
chr3	119580000	119590000
chr3	119590000	119600000
chr3	119600000	119610000
chr3	119810000	119820000
chr3	119820000	119830000
chr3	119830000	119840000
chr3	119840000	119850000
chr3	119850000	119860000
chr3	119850000	119860000
chr3	119860000	119870000
chr3	119870000	119880000
chr3	119890000	119900000
chr3	119930000	119940000
chr3	119950000	119960000
chr3	119970000	119980000
chr3	119980000	119990000
chr3	119990000	120000000
chr3	120000000	120010000
chr3	120000000	120010000
chr3	120010000	120020000
chr3	120020000	120030000
chr3	120030000	120040000
chr3	120050000	120060000
chr3	120070000	120080000
chr3	120190000	120200000
chr3	120210000	120220000
chr3	120220000	120230000
chr3	120230000	120240000
chr3	120240000	120250000
chr3	120250000	120260000
chr3	120530000	120540000
chr3	120560000	120570000
chr3	120570000	120580000
chr3	120730000	120740000
chr3	120740000	120750000
chr3	120750000	120760000
chr3	120750000	120760000
chr3	120760000	120770000
chr3	120770000	120780000
chr3	120780000	120790000
chr3	120790000	120800000
chr3	120810000	120820000
chr3	120820000	120830000
chr3	120970000	120980000
chr3	120980000	120990000
chr3	120990000	121000000
chr3	121000000	121010000
chr3	121090000	121100000
chr3	121150000	121160000
chr3	121160000	121170000
chr3	121170000	121180000
chr3	121190000	121200000
chr3	121350000	121360000
chr3	121360000	121370000
chr3	121560000	121570000
chr3	121680000	121690000
chr3	121790000	121800000
chr3	121860000	121870000
chr3	121870000	121880000
chr3	121880000	121890000
chr3	121890000	121900000
chr3	121900000	121910000
chr3	121920000	121930000
chr3	121930000	121940000
chr3	121940000	121950000
chr3	121970000	121980000
chr3	121980000	121990000
chr3	121990000	122000000
chr3	122120000	122130000
chr3	122150000	122160000
chr3	122230000	122240000
chr3	122240000	122250000
chr3	122250000	122260000
chr3	122260000	122270000
chr3	122270000	122280000
chr3	122280000	122290000
chr3	122290000	122300000
chr3	122310000	122320000
chr3	122320000	122330000
chr3	122410000	122420000
chr3	122480000	122490000
chr3	122530000	122540000
chr3	122650000	122660000
chr3	122660000	122670000
chr3	122670000	122680000
chr3	122680000	122690000
chr3	122700000	122710000
chr3	122710000	122720000
chr3	122720000	122730000
chr3	122730000	122740000
chr3	122740000	122750000
chr3	122750000	122760000
chr3	122860000	122870000
chr3	122880000	122890000
chr3	122890000	122900000
chr3	122900000	122910000
chr3	122910000	122920000
chr3	123030000	123040000
chr3	123040000	123050000
chr3	123050000	123060000
chr3	123070000	123080000
chr3	123080000	123090000
chr3	123090000	123100000
chr3	123100000	123110000
chr3	123110000	123120000
chr3	123200000	123210000
chr3	123210000	123220000
chr3	123220000	123230000
chr3	123230000	123240000
chr3	123240000	123250000
chr3	123310000	123320000
chr3	123320000	123330000
chr3	123340000	123350000
chr3	123810000	123820000
chr3	123830000	123840000
chr3	123850000	123860000
chr3	123860000	123870000
chr3	123870000	123880000
chr3	123920000	123930000
chr3	123980000	123990000
chr3	123990000	124000000
chr3	124040000	124050000
chr3	124050000	124060000
chr3	124120000	124130000
chr3	124130000	124140000
chr3	124140000	124150000
chr3	124170000	124180000
chr3	124180000	124190000
chr3	124190000	124200000
chr3	124240000	124250000
chr3	124350000	124360000
chr3	124370000	124380000
chr3	124410000	124420000
chr3	124420000	124430000
chr3	124850000	124860000
chr3	124900000	124910000
chr3	124910000	124920000
chr3	124920000	124930000
chr3	124930000	124940000
chr3	124940000	124950000
chr3	124950000	124960000
chr3	124960000	124970000
chr3	124970000	124980000
chr3	124980000	124990000
chr3	125010000	125020000
chr3	125200000	125210000
chr3	125210000	125220000
chr3	125230000	125240000
chr3	125240000	125250000
chr3	125260000	125270000
chr3	125270000	125280000
chr3	125280000	125290000
chr3	125300000	125310000
chr3	125310000	125320000
chr3	125340000	125350000
chr3	125350000	125360000
chr3	125450000	125460000
chr3	125460000	125470000
chr3	125470000	125480000
chr3	125480000	125490000
chr3	125790000	125800000
chr3	125810000	125820000
chr3	125820000	125830000
chr3	125830000	125840000
chr3	125940000	125950000
chr3	125950000	125960000
chr3	125960000	125970000
chr3	125990000	126000000
chr3	126040000	126050000
chr3	126140000	126150000
chr3	126150000	126160000
chr3	126170000	126180000
chr3	126180000	126190000
chr3	126200000	126210000
chr3	126240000	126250000
chr3	126400000	126410000
chr3	126590000	126600000
chr3	126740000	126750000
chr3	127170000	127180000
chr3	127230000	127240000
chr3	127290000	127300000
chr3	127330000	127340000
chr3	127340000	127350000
chr3	127390000	127400000
chr3	127400000	127410000
chr3	127410000	127420000
chr3	127420000	127430000
chr3	127440000	127450000
chr3	127540000	127550000
chr3	127550000	127560000
chr3	127920000	127930000
chr3	127930000	127940000
chr3	127940000	127950000
chr3	127950000	127960000
chr3	128030000	128040000
chr3	128190000	128200000
chr3	128210000	128220000
chr3	128430000	128440000
chr3	128440000	128450000
chr3	128910000	128920000
chr3	128920000	128930000
chr3	129100000	129110000
chr3	129420000	129430000
chr3	129440000	129450000
chr3	129450000	129460000
chr3	129480000	129490000
chr3	129490000	129500000
chr3	129500000	129510000
chr3	129630000	129640000
chr3	129640000	129650000
chr3	129650000	129660000
chr3	129660000	129670000
chr3	129670000	129680000
chr3	129680000	129690000
chr3	129720000	129730000
chr3	129770000	129780000
chr3	129780000	129790000
chr3	129820000	129830000
chr3	129830000	129840000
chr3	129840000	129850000
chr3	129840000	129850000
chr3	129850000	129860000
chr3	129950000	129960000
chr3	129970000	129980000
chr3	129980000	129990000
chr3	130030000	130040000
chr3	130040000	130050000
chr3	130050000	130060000
chr3	130160000	130170000
chr3	130180000	130190000
chr3	130190000	130200000
chr3	130220000	130230000
chr3	130230000	130240000
chr3	130260000	130270000
chr3	130310000	130320000
chr3	130320000	130330000
chr3	130330000	130340000
chr3	130390000	130400000
chr3	130420000	130430000
chr3	130430000	130440000
chr3	130450000	130460000
chr3	130470000	130480000
chr3	131140000	131150000
chr3	131300000	131310000
chr3	131430000	131440000
chr3	131470000	131480000
chr3	131770000	131780000
chr3	131780000	131790000
chr3	131870000	131880000
chr3	131940000	131950000
chr3	132100000	132110000
chr3	132110000	132120000
chr3	132120000	132130000
chr3	132600000	132610000
chr3	132910000	132920000
chr3	132940000	132950000
chr3	132950000	132960000
chr3	132960000	132970000
chr3	133130000	133140000
chr3	133140000	133150000
chr3	133190000	133200000
chr3	133200000	133210000
chr3	133210000	133220000
chr3	133220000	133230000
chr3	133230000	133240000
chr3	133260000	133270000
chr3	133300000	133310000
chr3	133310000	133320000
chr3	133320000	133330000
chr3	133330000	133340000
chr3	133340000	133350000
chr3	133350000	133360000
chr3	133460000	133470000
chr3	133470000	133480000
chr3	133620000	133630000
chr3	133630000	133640000
chr3	133640000	133650000
chr3	133650000	133660000
chr3	133670000	133680000
chr3	133680000	133690000
chr3	133700000	133710000
chr3	133710000	133720000
chr3	133720000	133730000
chr3	133720000	133730000
chr3	133730000	133740000
chr3	133730000	133740000
chr3	133740000	133750000
chr3	133980000	133990000
chr3	134030000	134040000
chr3	134080000	134090000
chr3	134090000	134100000
chr3	134100000	134110000
chr3	134110000	134120000
chr3	134140000	134150000
chr3	134150000	134160000
chr3	134210000	134220000
chr3	134220000	134230000
chr3	134230000	134240000
chr3	134240000	134250000
chr3	134300000	134310000
chr3	134320000	134330000
chr3	134330000	134340000
chr3	134340000	134350000
chr3	134360000	134370000
chr3	134370000	134380000
chr3	134380000	134390000
chr3	134390000	134400000
chr3	134440000	134450000
chr3	134450000	134460000
chr3	134460000	134470000
chr3	134470000	134480000
chr3	134480000	134490000
chr3	134490000	134500000
chr3	134500000	134510000
chr3	134510000	134520000
chr3	134550000	134560000
chr3	134560000	134570000
chr3	134660000	134670000
chr3	134670000	134680000
chr3	135120000	135130000
chr3	135130000	135140000
chr3	135200000	135210000
chr3	135210000	135220000
chr3	135230000	135240000
chr3	135430000	135440000
chr3	135460000	135470000
chr3	135470000	135480000
chr3	135610000	135620000
chr3	135620000	135630000
chr3	135630000	135640000
chr3	135640000	135650000
chr3	135680000	135690000
chr3	135700000	135710000
chr3	135770000	135780000
chr3	135780000	135790000
chr3	135980000	135990000
chr3	136040000	136050000
chr3	136050000	136060000
chr3	136060000	136070000
chr3	136090000	136100000
chr3	136100000	136110000
chr3	136110000	136120000
chr3	136120000	136130000
chr3	136130000	136140000
chr3	136140000	136150000
chr3	136460000	136470000
chr3	136470000	136480000
chr3	136480000	136490000
chr3	136490000	136500000
chr3	136500000	136510000
chr3	136520000	136530000
chr3	136530000	136540000
chr3	136630000	136640000
chr3	136640000	136650000
chr3	136930000	136940000
chr3	136940000	136950000
chr3	136950000	136960000
chr3	136970000	136980000
chr3	137070000	137080000
chr3	137080000	137090000
chr3	137080000	137090000
chr3	137090000	137100000
chr3	137100000	137110000
chr3	137110000	137120000
chr3	137120000	137130000
chr3	137130000	137140000
chr3	137130000	137140000
chr3	137140000	137150000
chr3	137150000	137160000
chr3	137160000	137170000
chr3	137330000	137340000
chr3	137340000	137350000
chr3	137350000	137360000
chr3	137360000	137370000
chr3	137380000	137390000
chr3	137410000	137420000
chr3	137530000	137540000
chr3	137540000	137550000
chr3	137560000	137570000
chr3	137650000	137660000
chr3	137660000	137670000
chr3	137680000	137690000
chr3	137690000	137700000
chr3	137700000	137710000
chr3	137710000	137720000
chr3	137710000	137720000
chr3	137720000	137730000
chr3	137790000	137800000
chr3	137800000	137810000
chr3	137810000	137820000
chr3	137820000	137830000
chr3	137930000	137940000
chr3	137960000	137970000
chr3	137970000	137980000
chr3	137980000	137990000
chr3	138010000	138020000
chr3	138200000	138210000
chr3	138210000	138220000
chr3	138230000	138240000
chr3	138250000	138260000
chr3	138490000	138500000
chr3	138500000	138510000
chr3	138510000	138520000
chr3	138520000	138530000
chr3	138530000	138540000
chr3	138540000	138550000
chr3	138550000	138560000
chr3	138560000	138570000
chr3	138570000	138580000
chr3	138710000	138720000
chr3	139070000	139080000
chr3	139080000	139090000
chr3	139130000	139140000
chr3	139140000	139150000
chr3	139150000	139160000
chr3	139160000	139170000
chr3	139160000	139170000
chr3	139170000	139180000
chr3	139180000	139190000
chr3	139350000	139360000
chr3	139360000	139370000
chr3	139370000	139380000
chr3	139380000	139390000
chr3	139390000	139400000
chr3	139400000	139410000
chr3	139670000	139680000
chr3	139740000	139750000
chr3	139810000	139820000
chr3	139840000	139850000
chr3	139850000	139860000
chr3	139870000	139880000
chr3	139880000	139890000
chr3	140500000	140510000
chr3	140510000	140520000
chr3	140520000	140530000
chr3	140650000	140660000
chr3	140660000	140670000
chr3	140670000	140680000
chr3	140700000	140710000
chr3	140710000	140720000
chr3	140760000	140770000
chr3	140770000	140780000
chr3	140780000	140790000
chr3	140790000	140800000
chr3	140790000	140800000
chr3	140800000	140810000
chr3	140810000	140820000
chr3	140820000	140830000
chr3	140860000	140870000
chr3	140870000	140880000
chr3	140880000	140890000
chr3	140890000	140900000
chr3	140890000	140900000
chr3	140890000	140900000
chr3	140900000	140910000
chr3	140910000	140920000
chr3	140920000	140930000
chr3	140980000	140990000
chr3	140990000	141000000
chr3	141000000	141010000
chr3	141010000	141020000
chr3	141020000	141030000
chr3	141030000	141040000
chr3	141200000	141210000
chr3	141310000	141320000
chr3	141320000	141330000
chr3	141330000	141340000
chr3	141340000	141350000
chr3	141350000	141360000
chr3	141520000	141530000
chr3	141540000	141550000
chr3	141760000	141770000
chr3	141800000	141810000
chr3	142070000	142080000
chr3	142130000	142140000
chr3	142140000	142150000
chr3	142150000	142160000
chr3	142240000	142250000
chr3	142250000	142260000
chr3	142260000	142270000
chr3	142270000	142280000
chr3	142460000	142470000
chr3	142470000	142480000
chr3	142480000	142490000
chr3	142490000	142500000
chr3	142500000	142510000
chr3	142510000	142520000
chr3	142520000	142530000
chr3	142580000	142590000
chr3	142600000	142610000
chr3	142680000	142690000
chr3	142730000	142740000
chr3	142740000	142750000
chr3	142750000	142760000
chr3	142910000	142920000
chr3	142920000	142930000
chr3	143140000	143150000
chr3	143180000	143190000
chr3	143180000	143190000
chr3	143270000	143280000
chr3	143280000	143290000
chr3	143320000	143330000
chr3	143340000	143350000
chr3	143370000	143380000
chr3	143390000	143400000
chr3	143480000	143490000
chr3	143490000	143500000
chr3	143500000	143510000
chr3	143540000	143550000
chr3	143550000	143560000
chr3	143650000	143660000
chr3	143660000	143670000
chr3	143670000	143680000
chr3	143680000	143690000
chr3	143790000	143800000
chr3	143800000	143810000
chr3	143880000	143890000
chr3	143890000	143900000
chr3	143900000	143910000
chr3	143910000	143920000
chr3	143920000	143930000
chr3	144230000	144240000
chr3	144310000	144320000
chr3	144320000	144330000
chr3	144330000	144340000
chr3	144340000	144350000
chr3	144360000	144370000
chr3	144400000	144410000
chr3	144410000	144420000
chr3	144700000	144710000
chr3	144710000	144720000
chr3	185580000	185590000
chr3	185600000	185610000
chr3	185780000	185790000
chr3	185860000	185870000
chr3	185890000	185900000
chr3	185900000	185910000
chr3	185910000	185920000
chr3	186280000	186290000
chr3	186290000	186300000
chr3	186710000	186720000
chr3	186780000	186790000
chr3	186970000	186980000
chr3	187190000	187200000
chr3	187200000	187210000
chr3	187380000	187390000
chr3	187410000	187420000
chr3	187420000	187430000
chr3	187430000	187440000
chr3	187440000	187450000
chr3	187450000	187460000
chr3	187470000	187480000
chr3	187480000	187490000
chr3	187490000	187500000
chr3	187580000	187590000
chr3	187600000	187610000
chr3	187640000	187650000
chr3	187660000	187670000
chr3	187690000	187700000
chr3	187710000	187720000
chr3	187780000	187790000
chr3	187790000	187800000
chr3	187800000	187810000
chr3	187810000	187820000
chr3	188010000	188020000
chr3	188020000	188030000
chr3	188110000	188120000
chr3	188120000	188130000
chr3	188300000	188310000
chr3	188320000	188330000
chr3	188340000	188350000
chr3	188430000	188440000
chr3	188440000	188450000
chr3	188740000	188750000
chr3	188760000	188770000
chr3	188770000	188780000
chr3	188780000	188790000
chr3	188790000	188800000
chr3	188800000	188810000
chr3	188810000	188820000
chr3	188820000	188830000
chr3	188840000	188850000
chr3	188910000	188920000
chr3	189070000	189080000
chr3	189080000	189090000
chr3	189160000	189170000
chr3	189170000	189180000
chr3	189180000	189190000
chr3	189190000	189200000
chr3	189270000	189280000
chr3	189300000	189310000
chr3	189310000	189320000
chr3	189350000	189360000
chr3	189360000	189370000
chr3	189370000	189380000
chr3	189450000	189460000
chr3	189460000	189470000
chr3	189470000	189480000
chr3	189480000	189490000
chr3	189550000	189560000
chr3	189560000	189570000
chr3	189660000	189670000
chr3	189670000	189680000
chr3	189680000	189690000
chr3	189740000	189750000
chr3	189750000	189760000
chr3	189790000	189800000
chr3	189830000	189840000
chr3	189840000	189850000
chr3	189900000	189910000
chr3	189910000	189920000
chr3	189920000	189930000
chr3	189940000	189950000
chr3	189950000	189960000
chr3	189960000	189970000
chr3	190010000	190020000
chr3	190020000	190030000
chr3	190120000	190130000
chr3	190150000	190160000
chr3	190160000	190170000
chr3	190180000	190190000
chr3	190190000	190200000
chr3	190200000	190210000
chr3	190210000	190220000
chr3	190220000	190230000
chr3	190230000	190240000
chr3	190240000	190250000
chr3	190250000	190260000
chr3	190460000	190470000
chr3	190470000	190480000
chr3	190480000	190490000
chr3	190490000	190500000
chr3	190510000	190520000
chr3	190530000	190540000
chr3	190540000	190550000
chr3	190550000	190560000
chr3	190560000	190570000
chr3	190570000	190580000
chr3	190580000	190590000
chr3	190710000	190720000
chr3	190830000	190840000
chr3	190870000	190880000
chr3	190880000	190890000
chr3	190900000	190910000
chr3	190910000	190920000
chr3	190910000	190920000
chr3	190920000	190930000
chr3	190930000	190940000
chr3	191000000	191010000
chr3	191010000	191020000
chr3	191030000	191040000
chr3	191050000	191060000
chr3	191060000	191070000
chr3	191070000	191080000
chr3	191170000	191180000
chr3	191180000	191190000
chr3	191190000	191200000
chr3	191210000	191220000
chr3	191400000	191410000
chr3	191410000	191420000
chr3	191460000	191470000
chr3	191480000	191490000
chr3	191490000	191500000
chr3	191600000	191610000
chr3	191610000	191620000
chr3	191640000	191650000
chr3	191670000	191680000
chr3	191680000	191690000
chr3	191690000	191700000
chr3	191700000	191710000
chr3	191700000	191710000
chr3	191710000	191720000
chr3	191720000	191730000
chr3	191720000	191730000
chr3	191730000	191740000
chr3	191730000	191740000
chr3	191740000	191750000
chr3	191830000	191840000
chr3	191980000	191990000
chr3	191990000	192000000
chr3	192000000	192010000
chr3	192010000	192020000
chr3	192130000	192140000
chr3	192140000	192150000
chr3	192160000	192170000
chr3	192180000	192190000
chr3	192240000	192250000
chr3	192250000	192260000
chr3	192260000	192270000
chr3	192420000	192430000
chr3	192590000	192600000
chr3	192600000	192610000
chr3	193000000	193010000
chr3	193010000	193020000
chr3	193020000	193030000
chr3	193030000	193040000
chr3	193080000	193090000
chr3	193240000	193250000
chr3	193390000	193400000
chr3	193400000	193410000
chr3	193410000	193420000
chr3	193530000	193540000
chr3	193610000	193620000
chr3	193620000	193630000
chr3	193630000	193640000
chr3	193640000	193650000
chr3	193650000	193660000
chr3	193660000	193670000
chr3	193700000	193710000
chr3	193720000	193730000
chr3	193800000	193810000
chr3	193820000	193830000
chr3	194010000	194020000
chr3	194020000	194030000
chr3	194030000	194040000
chr3	194080000	194090000
chr3	194090000	194100000
chr3	194100000	194110000
chr3	194110000	194120000
chr3	194150000	194160000
chr3	194160000	194170000
chr3	194170000	194180000
chr3	194180000	194190000
chr3	194190000	194200000
chr3	194200000	194210000
chr3	194360000	194370000
chr3	194370000	194380000
chr3	194600000	194610000
chr3	194720000	194730000
chr3	194730000	194740000
chr3	194740000	194750000
chr3	194760000	194770000
chr3	194770000	194780000
chr3	194850000	194860000
chr3	194900000	194910000
chr3	194970000	194980000
chr3	194980000	194990000
chr3	194990000	195000000
chr3	195000000	195010000
chr3	195010000	195020000
chr3	195130000	195140000
chr3	195140000	195150000
chr3	195150000	195160000
chr3	195180000	195190000
chr3	195470000	195480000
chr3	195640000	195650000
chr3	195840000	195850000
chr3	195870000	195880000
chr3	196210000	196220000
chr3	196370000	196380000
chr3	196380000	196390000
chr3	196380000	196390000
chr3	196390000	196400000
chr3	196630000	196640000
chr3	196640000	196650000
chr3	196670000	196680000
chr3	196680000	196690000
chr3	196770000	196780000
chr3	196790000	196800000
chr3	196960000	196970000
chr3	197050000	197060000
chr3	197090000	197100000
chr3	197160000	197170000
chr3	197240000	197250000
chr3	197250000	197260000
chr3	197340000	197350000
chr3	197780000	197790000
chr3	197800000	197810000
chr3	197870000	197880000
chr3	197880000	197890000
chr4	30000	40000
chr4	40000	50000
chr4	50000	60000
chr4	60000	70000
chr4	270000	280000
chr4	280000	290000
chr4	290000	300000
chr4	300000	310000
chr4	310000	320000
chr4	320000	330000
chr4	330000	340000
chr4	340000	350000
chr4	350000	360000
chr4	360000	370000
chr4	370000	380000
chr4	400000	410000
chr4	410000	420000
chr4	420000	430000
chr4	680000	690000
chr4	1170000	1180000
chr4	1190000	1200000
chr4	1300000	1310000
chr4	1350000	1360000
chr4	1360000	1370000
chr4	1390000	1400000
chr4	1400000	1410000
chr4	1420000	1430000
chr4	1480000	1490000
chr4	2100000	2110000
chr4	2210000	2220000
chr4	2290000	2300000
chr4	2290000	2300000
chr4	2300000	2310000
chr4	2310000	2320000
chr4	2320000	2330000
chr4	2330000	2340000
chr4	2340000	2350000
chr4	2350000	2360000
chr4	2420000	2430000
chr4	2440000	2450000
chr4	2510000	2520000
chr4	2650000	2660000
chr4	2660000	2670000
chr4	2670000	2680000
chr4	2680000	2690000
chr4	2810000	2820000
chr4	2820000	2830000
chr4	2830000	2840000
chr4	2840000	2850000
chr4	2900000	2910000
chr4	2910000	2920000
chr4	2930000	2940000
chr4	3020000	3030000
chr4	3030000	3040000
chr4	3040000	3050000
chr4	3190000	3200000
chr4	3310000	3320000
chr4	3330000	3340000
chr4	3490000	3500000
chr4	3620000	3630000
chr4	3630000	3640000
chr4	3740000	3750000
chr4	4380000	4390000
chr4	4400000	4410000
chr4	4410000	4420000
chr4	4460000	4470000
chr4	4470000	4480000
chr4	4470000	4480000
chr4	4470000	4480000
chr4	4480000	4490000
chr4	4680000	4690000
chr4	4690000	4700000
chr4	4740000	4750000
chr4	4760000	4770000
chr4	4890000	4900000
chr4	4960000	4970000
chr4	4970000	4980000
chr4	5120000	5130000
chr4	5170000	5180000
chr4	5240000	5250000
chr4	5300000	5310000
chr4	5350000	5360000
chr4	5370000	5380000
chr4	5380000	5390000
chr4	5430000	5440000
chr4	5480000	5490000
chr4	5490000	5500000
chr4	5520000	5530000
chr4	5610000	5620000
chr4	5640000	5650000
chr4	5650000	5660000
chr4	5660000	5670000
chr4	5910000	5920000
chr4	6500000	6510000
chr4	6730000	6740000
chr4	6750000	6760000
chr4	6770000	6780000
chr4	6780000	6790000
chr4	6870000	6880000
chr4	6940000	6950000
chr4	7650000	7660000
chr4	7660000	7670000
chr4	7680000	7690000
chr4	7800000	7810000
chr4	7810000	7820000
chr4	7980000	7990000
chr4	8010000	8020000
chr4	8140000	8150000
chr4	8200000	8210000
chr4	8450000	8460000
chr4	8780000	8790000
chr4	8890000	8900000
chr4	8920000	8930000
chr4	9080000	9090000
chr4	9090000	9100000
chr4	9830000	9840000
chr4	9840000	9850000
chr4	9850000	9860000
chr4	10430000	10440000
chr4	10770000	10780000
chr4	10780000	10790000
chr4	10790000	10800000
chr4	10840000	10850000
chr4	10850000	10860000
chr4	11060000	11070000
chr4	11320000	11330000
chr4	11520000	11530000
chr4	11540000	11550000
chr4	12020000	12030000
chr4	12030000	12040000
chr4	12050000	12060000
chr4	12140000	12150000
chr4	12360000	12370000
chr4	12440000	12450000
chr4	12450000	12460000
chr4	12460000	12470000
chr4	12520000	12530000
chr4	12530000	12540000
chr4	12820000	12830000
chr4	12840000	12850000
chr4	12850000	12860000
chr4	12860000	12870000
chr4	12970000	12980000
chr4	12990000	13000000
chr4	13000000	13010000
chr4	13020000	13030000
chr4	13160000	13170000
chr4	13180000	13190000
chr4	13190000	13200000
chr4	13300000	13310000
chr4	13310000	13320000
chr4	13320000	13330000
chr4	13450000	13460000
chr4	13460000	13470000
chr4	14330000	14340000
chr4	14780000	14790000
chr4	14790000	14800000
chr4	14800000	14810000
chr4	14820000	14830000
chr4	14830000	14840000
chr4	14970000	14980000
chr4	14980000	14990000
chr4	15160000	15170000
chr4	15170000	15180000
chr4	15400000	15410000
chr4	15700000	15710000
chr4	15710000	15720000
chr4	15720000	15730000
chr4	15810000	15820000
chr4	15820000	15830000
chr4	15990000	16000000
chr4	16000000	16010000
chr4	16010000	16020000
chr4	16040000	16050000
chr4	16050000	16060000
chr4	16060000	16070000
chr4	16070000	16080000
chr4	16470000	16480000
chr4	16480000	16490000
chr4	16810000	16820000
chr4	16840000	16850000
chr4	16850000	16860000
chr4	17120000	17130000
chr4	17130000	17140000
chr4	17140000	17150000
chr4	17150000	17160000
chr4	17160000	17170000
chr4	17170000	17180000
chr4	17180000	17190000
chr4	17700000	17710000
chr4	17710000	17720000
chr4	18080000	18090000
chr4	18090000	18100000
chr4	18210000	18220000
chr4	18220000	18230000
chr4	18250000	18260000
chr4	18250000	18260000
chr4	18260000	18270000
chr4	18330000	18340000
chr4	18330000	18340000
chr4	18340000	18350000
chr4	18340000	18350000
chr4	18350000	18360000
chr4	18590000	18600000
chr4	18600000	18610000
chr4	19060000	19070000
chr4	19090000	19100000
chr4	19100000	19110000
chr4	19110000	19120000
chr4	19130000	19140000
chr4	19140000	19150000
chr4	19150000	19160000
chr4	19380000	19390000
chr4	19390000	19400000
chr4	19400000	19410000
chr4	19430000	19440000
chr4	19440000	19450000
chr4	19450000	19460000
chr4	19470000	19480000
chr4	19560000	19570000
chr4	19570000	19580000
chr4	19580000	19590000
chr4	19590000	19600000
chr4	19630000	19640000
chr4	19660000	19670000
chr4	19670000	19680000
chr4	19740000	19750000
chr4	19780000	19790000
chr4	19820000	19830000
chr4	19860000	19870000
chr4	19870000	19880000
chr4	19920000	19930000
chr4	19940000	19950000
chr4	19950000	19960000
chr4	19960000	19970000
chr4	19980000	19990000
chr4	20090000	20100000
chr4	20100000	20110000
chr4	20140000	20150000
chr4	20370000	20380000
chr4	20430000	20440000
chr4	20440000	20450000
chr4	20530000	20540000
chr4	20630000	20640000
chr4	20640000	20650000
chr4	20650000	20660000
chr4	20660000	20670000
chr4	20670000	20680000
chr4	20710000	20720000
chr4	20720000	20730000
chr4	20730000	20740000
chr4	20740000	20750000
chr4	20790000	20800000
chr4	21140000	21150000
chr4	21440000	21450000
chr4	21770000	21780000
chr4	21930000	21940000
chr4	21980000	21990000
chr4	22140000	22150000
chr4	22150000	22160000
chr4	22260000	22270000
chr4	22280000	22290000
chr4	22290000	22300000
chr4	22570000	22580000
chr4	22580000	22590000
chr4	22710000	22720000
chr4	22720000	22730000
chr4	22820000	22830000
chr4	23050000	23060000
chr4	23060000	23070000
chr4	23070000	23080000
chr4	23290000	23300000
chr4	23300000	23310000
chr4	23300000	23310000
chr4	23310000	23320000
chr4	23390000	23400000
chr4	23400000	23410000
chr4	23410000	23420000
chr4	23420000	23430000
chr4	23510000	23520000
chr4	23520000	23530000
chr4	23530000	23540000
chr4	23540000	23550000
chr4	23610000	23620000
chr4	23720000	23730000
chr4	23730000	23740000
chr4	23770000	23780000
chr4	23800000	23810000
chr4	24060000	24070000
chr4	24070000	24080000
chr4	24080000	24090000
chr4	24090000	24100000
chr4	24100000	24110000
chr4	24120000	24130000
chr4	24130000	24140000
chr4	24140000	24150000
chr4	24320000	24330000
chr4	24350000	24360000
